Lender_Type,Customer_ID,Loan_ID,Loan_Type,Loan_Purpose,Loan_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Repayment_Status,NPA_Status,Pending_Amount,Non_Repayment_EMIs,Default_Date,Recovery_Status,Collateral,Guarantor,Prepayment_Option,EMI_Amount,Name,Age,Gender,Account_Type,Credit_Score,Customer_Segment,Branch_Location
Bank,C652,L1870,Business Loan,Working Capital,1443616,11.9,96,2024-09-02,2032-07-22,Defaulted,Yes,1443616,2,2026-07-23,Recovery,Factory,Father,No,15038.0,Shreya Iyer,25,F,Savings,745,Retail,Patna
Bank,C466,L1596,Home Loan,Renovation,2294543,10.1,240,2019-05-07,2039-01-22,Defaulted,Yes,2294543,4,2024-11-29,Recovery,House,None,No,9561.0,Megha Malhotra,26,F,Current,739,SME,Chennai
Bank,C573,L1629,Home Loan,Residential Property,3687979,9.5,36,2025-06-13,2028-05-28,Defaulted,No,3687979,4,2026-03-29,Recovery,House,Wife,No,102444.0,Rohit Singh,33,M,Current,633,Retail,Patna
Bank,C1710,L1042,Car Loan,Vehicle Purchase,2032714,10.7,24,2022-05-12,2024-05-01,Ongoing,No,2032714,1,,Active,Car,None,Yes,84696.0,Sneha Nair,21,M,Savings,691,Retail,Lucknow
Bank,C1223,L1086,Education Loan,Overseas Study,3470797,11.2,96,2023-11-25,2031-10-14,Ongoing,No,3470797,4,,Active,None,Mother,No,36154.0,Sunita Malhotra,29,M,Current,799,Retail,Hyderabad
Bank,C437,L1247,Personal Loan,Medical Expenses,4340009,10.9,24,2025-04-28,2027-04-18,Ongoing,No,4340009,6,,Active,None,Husband,Yes,180834.0,Shreya Singh,32,F,Savings,781,SME,Kolkata
Bank,C679,L1678,Home Loan,Residential Property,4368281,11.3,24,2025-01-31,2027-01-21,Ongoing,No,4368281,3,,Active,House,Father,Yes,182012.0,Amit Bansal,32,M,Current,782,Corporate,Lucknow
Bank,C364,L1059,Home Loan,Renovation,2200870,14.7,120,2025-02-02,2034-12-12,Ongoing,No,2200870,5,,Active,House,Husband,No,18341.0,Meera Verma,53,M,Savings,629,Retail,Pune
Bank,C1337,L736,Business Loan,Business Expansion,627253,11.1,120,2025-10-24,2035-09-02,Ongoing,No,627253,3,,Active,Factory,Husband,No,5227.0,Anita Iyer,56,F,Savings,747,Corporate,Jaipur
Bank,C90,L1934,Car Loan,Vehicle Purchase,1129795,13.3,240,2019-03-22,2038-12-07,Closed,No,0,0,,Closed,Car,Wife,Yes,4707.0,Shalini Singh,32,F,Savings,660,Retail,Pune
Bank,C439,L838,Home Loan,Renovation,4515147,8.7,24,2019-05-03,2021-04-22,Ongoing,No,4515147,0,,Active,House,None,No,188131.0,Megha Verma,32,M,Savings,697,SME,Gurugram
Bank,C652,L1562,Car Loan,Vehicle Purchase,2542907,10.2,36,2019-12-09,2022-11-23,Ongoing,No,2542907,2,,Active,Car,None,Yes,70636.0,Amit Gupta,35,M,Savings,780,SME,Lucknow
Bank,C534,L1255,Business Loan,Working Capital,2924035,13.0,24,2022-02-03,2024-01-24,Ongoing,No,2924035,3,,Active,Factory,Mother,Yes,121835.0,Megha Desai,40,M,Current,699,Retail,Chennai
Bank,C1106,L1439,Business Loan,Startup Funding,4178241,7.5,24,2019-06-28,2021-06-17,Ongoing,No,4178241,5,,Active,Factory,Wife,No,174093.0,Sneha Desai,37,M,Savings,671,Corporate,Delhi
Bank,C1206,L1239,Home Loan,Renovation,4545911,10.8,36,2023-10-11,2026-09-25,Ongoing,No,4545911,2,,Active,House,Wife,No,126275.0,Deepak Patel,37,M,Savings,730,Retail,Mumbai
Bank,C1891,L1033,Car Loan,Vehicle Purchase,3587177,11.8,96,2022-05-31,2030-04-19,Ongoing,No,3587177,2,,Active,Car,Brother,No,37366.0,Rohit Bansal,51,F,Current,618,Corporate,Gurugram
Bank,C411,L744,Car Loan,Vehicle Purchase,2721801,8.6,96,2023-04-26,2031-03-15,Ongoing,No,2721801,2,,Active,Car,Wife,Yes,28352.0,Megha Malhotra,60,F,Current,696,Retail,Pune
Bank,C1327,L107,Personal Loan,Wedding Expenses,822617,11.0,36,2021-03-25,2024-03-09,Ongoing,No,822617,0,,Active,None,Mother,No,22850.0,Shalini Malhotra,39,M,Current,684,Retail,Bangalore
Bank,C706,L505,Home Loan,Residential Property,4148435,14.8,180,2024-03-01,2038-12-13,Ongoing,No,4148435,3,,Active,House,Father,No,23047.0,Neha Gupta,38,M,Savings,624,Corporate,Jaipur
Bank,C288,L939,Home Loan,Renovation,3650515,9.9,48,2020-12-08,2024-11-17,Ongoing,No,3650515,0,,Active,House,Husband,Yes,76052.0,Anjali Kumar,50,F,Savings,711,SME,Gurugram
Bank,C1708,L1746,Home Loan,Residential Property,1411803,9.1,36,2022-08-18,2025-08-02,Ongoing,No,1411803,4,,Active,House,Brother,Yes,39217.0,Rohit Joshi,28,F,Current,635,Retail,Bangalore
Bank,C200,L927,Home Loan,Residential Property,2858426,7.0,48,2020-04-18,2024-03-28,Closed,No,0,0,,Closed,House,Brother,No,59551.0,Shreya Kapoor,44,M,Current,708,Retail,Ahmedabad
Bank,C162,L393,Home Loan,Renovation,1062512,13.9,96,2024-11-11,2032-09-30,Ongoing,No,1062512,5,,Active,House,None,No,11068.0,Meera Kapoor,50,F,Current,660,SME,Ahmedabad
Bank,C1256,L1224,Business Loan,Working Capital,3104886,12.4,36,2024-02-03,2027-01-18,Ongoing,No,3104886,5,,Active,Factory,Husband,Yes,86247.0,Vikram Sharma,47,F,Current,697,SME,Hyderabad
Bank,C1094,L1906,Business Loan,Working Capital,3932691,8.5,96,2022-02-28,2030-01-17,Defaulted,No,3932691,5,2025-06-23,Recovery,Factory,Husband,Yes,40966.0,Pooja Sharma,38,M,Savings,676,Retail,Hyderabad
Bank,C333,L1875,Education Loan,Higher Education,3611966,11.4,24,2025-07-25,2027-07-15,Closed,No,0,0,,Closed,None,Husband,Yes,150499.0,Rajesh Singh,50,M,Savings,751,Corporate,Bangalore
Bank,C264,L1289,Education Loan,Overseas Study,2311482,12.4,48,2021-10-27,2025-10-06,Ongoing,No,2311482,0,,Active,None,Father,No,48156.0,Anita Joshi,35,M,Current,638,Corporate,Lucknow
Bank,C1267,L1585,Education Loan,Higher Education,1390326,14.3,48,2020-06-27,2024-06-06,Ongoing,No,1390326,5,,Active,None,None,Yes,28965.0,Arjun Joshi,45,M,Current,622,Corporate,Lucknow
Bank,C1356,L673,Car Loan,Vehicle Purchase,1889509,9.5,48,2022-03-03,2026-02-10,Ongoing,No,1889509,4,,Active,Car,Brother,Yes,39365.0,Suresh Verma,54,M,Current,705,Retail,Patna
Bank,C1681,L1142,Business Loan,Startup Funding,3746377,9.1,24,2023-09-24,2025-09-13,Closed,No,0,0,,Closed,Factory,None,No,156099.0,Meera Joshi,60,M,Current,694,SME,Patna
Bank,C1025,L324,Home Loan,Renovation,3998191,7.3,96,2024-05-16,2032-04-04,Ongoing,No,3998191,4,,Active,House,Father,No,41648.0,Rohit Singh,23,M,Savings,772,Retail,Chennai
Bank,C295,L1341,Education Loan,Overseas Study,2074603,10.8,240,2022-02-23,2041-11-10,Ongoing,No,2074603,0,,Active,None,Wife,Yes,8644.0,Pooja Malhotra,22,M,Savings,602,Retail,Bangalore
Bank,C359,L1969,Business Loan,Working Capital,551762,9.2,60,2019-06-14,2024-05-18,Ongoing,No,551762,4,,Active,Factory,Mother,No,9196.0,Sunita Nair,57,F,Current,729,SME,Lucknow
Bank,C293,L1473,Business Loan,Startup Funding,4165897,14.9,96,2020-05-05,2028-03-24,Ongoing,No,4165897,3,,Active,Factory,Brother,Yes,43395.0,Anita Joshi,52,M,Current,788,Retail,Gurugram
Bank,C239,L1402,Home Loan,Renovation,552067,14.1,24,2021-05-06,2023-04-26,Ongoing,No,552067,2,,Active,House,Wife,Yes,23003.0,Rahul Desai,59,F,Current,750,Retail,Kolkata
Bank,C297,L16,Car Loan,Vehicle Purchase,1001940,11.0,48,2023-03-23,2027-03-02,Closed,No,0,0,,Closed,Car,Wife,Yes,20874.0,Anjali Rathi,36,F,Savings,705,SME,Ahmedabad
Bank,C336,L44,Education Loan,Overseas Study,928683,9.9,180,2024-08-03,2039-05-17,Ongoing,No,928683,4,,Active,None,Husband,Yes,5159.0,Rohit Joshi,26,F,Savings,715,SME,Bangalore
Bank,C776,L503,Business Loan,Working Capital,2340487,11.5,180,2022-01-08,2036-10-21,Ongoing,No,2340487,4,,Active,Factory,Husband,No,13003.0,Vikram Desai,53,M,Savings,750,Retail,Hyderabad
Bank,C1994,L363,Education Loan,Higher Education,2762835,13.3,24,2022-02-08,2024-01-29,Ongoing,No,2762835,3,,Active,None,Wife,Yes,115118.0,Sneha Desai,53,F,Current,614,Corporate,Patna
Bank,C1326,L1349,Education Loan,Overseas Study,3368728,14.9,36,2023-11-05,2026-10-20,Ongoing,No,3368728,6,,Active,None,Brother,No,93576.0,Rohit Sharma,33,M,Current,741,Retail,Jaipur
Bank,C347,L1235,Car Loan,Vehicle Purchase,4552380,13.3,120,2021-02-11,2030-12-21,Ongoing,No,4552380,4,,Active,Car,Brother,No,37936.0,Rohit Kumar,29,F,Current,678,Corporate,Kolkata
Bank,C1211,L1119,Car Loan,Vehicle Purchase,4382738,9.2,48,2020-09-15,2024-08-25,Closed,No,0,0,,Closed,Car,None,No,91307.0,Vikram Kapoor,30,F,Current,728,Corporate,Pune
Bank,C64,L213,Car Loan,Vehicle Purchase,2689976,8.6,96,2020-07-12,2028-05-31,Closed,No,0,0,,Closed,Car,Husband,Yes,28021.0,Sneha Iyer,56,M,Current,648,Retail,Jaipur
Bank,C246,L967,Personal Loan,Wedding Expenses,404807,7.7,48,2024-10-08,2028-09-17,Ongoing,No,404807,4,,Active,None,Mother,Yes,8433.0,Megha Singh,24,M,Current,714,Retail,Mumbai
Bank,C688,L1810,Car Loan,Vehicle Purchase,905357,9.1,60,2022-02-03,2027-01-08,Defaulted,Yes,905357,6,2024-02-22,Recovery,Car,Father,No,15089.0,Pooja Joshi,58,M,Savings,606,Corporate,Delhi
Bank,C1468,L1214,Education Loan,Higher Education,3255721,11.5,120,2020-07-03,2030-05-12,Ongoing,No,3255721,5,,Active,None,Mother,Yes,27131.0,Rajesh Mehta,46,F,Savings,669,Retail,Ahmedabad
Bank,C821,L202,Education Loan,Higher Education,1012751,11.2,24,2020-04-25,2022-04-15,Ongoing,No,1012751,2,,Active,None,Husband,No,42198.0,Megha Verma,24,F,Current,781,SME,Mumbai
Bank,C1090,L1734,Education Loan,Overseas Study,4812906,10.3,96,2022-12-15,2030-11-03,Closed,No,0,0,,Closed,None,Husband,No,50134.0,Deepak Patel,36,F,Savings,732,SME,Bangalore
Bank,C98,L1842,Home Loan,Residential Property,4353126,12.7,48,2019-04-20,2023-03-30,Closed,No,0,0,,Closed,House,Wife,Yes,90690.0,Amit Desai,28,M,Current,727,SME,Mumbai
Bank,C934,L605,Education Loan,Overseas Study,312959,10.3,60,2023-12-30,2028-12-03,Ongoing,No,312959,1,,Active,None,Father,No,5216.0,Neha Desai,21,F,Savings,646,Corporate,Lucknow
Bank,C124,L1436,Car Loan,Vehicle Purchase,3046895,10.9,180,2020-10-15,2035-07-29,Ongoing,No,3046895,2,,Active,Car,Wife,No,16927.0,Rahul Iyer,52,M,Current,769,Retail,Jaipur
Bank,C1578,L1832,Car Loan,Vehicle Purchase,2616736,14.9,240,2021-09-25,2041-06-12,Ongoing,No,2616736,0,,Active,Car,Husband,No,10903.0,Suresh Kumar,27,F,Current,683,Corporate,Mumbai
Bank,C117,L1812,Car Loan,Vehicle Purchase,980907,7.5,36,2025-01-29,2028-01-14,Ongoing,No,980907,4,,Active,Car,Husband,No,27247.0,Neha Verma,26,M,Savings,675,Corporate,Jaipur
Bank,C115,L1793,Business Loan,Business Expansion,2256776,10.3,120,2020-06-19,2030-04-28,Ongoing,No,2256776,6,,Active,Factory,Wife,No,18806.0,Pooja Mehta,32,F,Savings,701,Retail,Lucknow
Bank,C712,L1908,Personal Loan,Medical Expenses,1173907,7.8,60,2023-01-05,2027-12-10,Ongoing,No,1173907,2,,Active,None,Mother,Yes,19565.0,Neha Iyer,34,M,Savings,704,Retail,Jaipur
Bank,C1919,L1092,Personal Loan,Wedding Expenses,2704180,13.9,60,2020-04-14,2025-03-19,Ongoing,No,2704180,4,,Active,None,Husband,Yes,45070.0,Neha Patel,58,M,Savings,607,Corporate,Lucknow
Bank,C260,L245,Business Loan,Business Expansion,3150019,11.2,24,2022-03-14,2024-03-03,Closed,No,0,0,,Closed,Factory,Brother,Yes,131251.0,Deepak Joshi,56,M,Current,797,Corporate,Ahmedabad
Bank,C1816,L1598,Home Loan,Residential Property,1636139,12.3,24,2024-11-07,2026-10-28,Closed,No,0,0,,Closed,House,Wife,Yes,68172.0,Suresh Singh,28,F,Savings,693,Corporate,Bangalore
Bank,C1235,L606,Business Loan,Startup Funding,1309297,12.9,24,2021-03-17,2023-03-07,Defaulted,Yes,1309297,4,2024-06-05,Recovery,Factory,Mother,No,54554.0,Suresh Verma,53,M,Current,772,Corporate,Mumbai
Bank,C647,L112,Home Loan,Renovation,3757426,8.3,60,2025-05-14,2030-04-18,Ongoing,No,3757426,0,,Active,House,Wife,No,62624.0,Rahul Desai,51,M,Savings,676,SME,Mumbai
Bank,C1612,L158,Home Loan,Residential Property,3577735,7.7,96,2021-12-15,2029-11-03,Ongoing,No,3577735,4,,Active,House,Husband,No,37268.0,Vikram Malhotra,35,F,Current,618,Retail,Delhi
Bank,C1613,L100,Car Loan,Vehicle Purchase,808003,14.3,180,2023-10-27,2038-08-09,Ongoing,No,808003,4,,Active,Car,Father,Yes,4489.0,Arjun Mehta,59,M,Current,627,Retail,Hyderabad
Bank,C948,L385,Car Loan,Vehicle Purchase,3093356,10.9,180,2022-11-17,2037-08-30,Ongoing,No,3093356,0,,Active,Car,Husband,Yes,17185.0,Anjali Kapoor,50,M,Savings,691,Corporate,Lucknow
Bank,C1902,L1706,Home Loan,Renovation,1898960,11.5,96,2020-09-06,2028-07-26,Ongoing,No,1898960,0,,Active,House,Husband,Yes,19781.0,Arjun Sharma,60,M,Current,687,Retail,Mumbai
Bank,C338,L686,Car Loan,Vehicle Purchase,2400343,13.7,240,2025-05-15,2045-01-30,Ongoing,No,2400343,6,,Active,Car,Father,No,10001.0,Rahul Kumar,42,F,Savings,759,SME,Jaipur
Bank,C1316,L1397,Personal Loan,Medical Expenses,606447,14.3,240,2019-12-30,2039-09-16,Ongoing,No,606447,1,,Active,None,Brother,No,2527.0,Anjali Joshi,30,M,Savings,721,Corporate,Lucknow
Bank,C800,L90,Home Loan,Renovation,3854545,12.2,180,2023-07-28,2038-05-10,Closed,No,0,0,,Closed,House,None,Yes,21414.0,Arjun Malhotra,47,F,Savings,672,Corporate,Chennai
Bank,C67,L611,Education Loan,Overseas Study,1949351,12.1,36,2023-05-12,2026-04-26,Ongoing,No,1949351,2,,Active,None,Father,Yes,54149.0,Anjali Bansal,46,M,Savings,756,SME,Chennai
Bank,C1557,L1012,Car Loan,Vehicle Purchase,979963,12.5,24,2022-03-03,2024-02-21,Ongoing,No,979963,0,,Active,Car,Mother,No,40832.0,Sneha Kapoor,56,M,Current,715,Corporate,Kolkata
Bank,C1528,L438,Business Loan,Startup Funding,1088462,11.0,36,2022-07-10,2025-06-24,Ongoing,No,1088462,5,,Active,Factory,Wife,Yes,30235.0,Suresh Verma,23,M,Current,706,Corporate,Bangalore
Bank,C907,L1635,Education Loan,Overseas Study,4514714,11.8,120,2024-04-29,2034-03-08,Defaulted,No,4514714,5,2024-07-19,Recovery,None,Father,Yes,37623.0,Deepak Gupta,52,F,Current,771,Corporate,Jaipur
Bank,C1315,L94,Personal Loan,Medical Expenses,699576,11.8,180,2024-04-14,2039-01-26,Ongoing,No,699576,1,,Active,None,Father,No,3887.0,Suresh Joshi,40,F,Current,776,Retail,Mumbai
Bank,C345,L1579,Business Loan,Business Expansion,609418,10.9,96,2023-12-18,2031-11-06,Closed,No,0,0,,Closed,Factory,Father,No,6348.0,Pooja Mehta,37,F,Savings,725,Corporate,Patna
Bank,C35,L309,Education Loan,Overseas Study,3811667,14.1,24,2024-05-20,2026-05-10,Ongoing,No,3811667,6,,Active,None,Husband,Yes,158819.0,Sneha Rathi,28,M,Current,764,Retail,Patna
Bank,C282,L1193,Business Loan,Startup Funding,1140169,13.2,48,2024-07-21,2028-06-30,Closed,No,0,0,,Closed,Factory,None,Yes,23754.0,Neha Singh,22,F,Current,693,Corporate,Pune
Bank,C867,L259,Business Loan,Business Expansion,3228879,7.1,36,2023-04-28,2026-04-12,Closed,No,0,0,,Closed,Factory,Husband,Yes,89691.0,Pooja Joshi,28,F,Current,717,Corporate,Patna
Bank,C1240,L1332,Business Loan,Business Expansion,1599496,13.2,36,2025-10-17,2028-10-01,Ongoing,No,1599496,2,,Active,Factory,Wife,No,44430.0,Shalini Joshi,32,M,Savings,785,SME,Chennai
Bank,C1254,L1715,Education Loan,Overseas Study,1070681,8.4,120,2019-07-01,2029-05-09,Ongoing,No,1070681,3,,Active,None,None,No,8922.0,Arjun Nair,50,F,Current,696,Retail,Lucknow
Bank,C1208,L1661,Business Loan,Startup Funding,1095277,14.9,36,2019-04-14,2022-03-29,Ongoing,No,1095277,6,,Active,Factory,Wife,No,30424.0,Arjun Singh,58,M,Current,660,SME,Lucknow
Bank,C324,L908,Education Loan,Overseas Study,4887055,9.1,60,2021-09-27,2026-09-01,Ongoing,No,4887055,1,,Active,None,Mother,No,81451.0,Kunal Iyer,30,F,Savings,687,Corporate,Gurugram
Bank,C579,L1596,Home Loan,Renovation,2514252,10.3,240,2023-07-24,2043-04-10,Ongoing,No,2514252,2,,Active,House,Wife,No,10476.0,Megha Rao,58,F,Savings,732,Retail,Pune
Bank,C1591,L1447,Personal Loan,Medical Expenses,1992313,13.5,240,2023-04-11,2042-12-27,Ongoing,No,1992313,5,,Active,None,Father,No,8301.0,Pooja Kapoor,45,M,Savings,600,SME,Delhi
Bank,C1542,L1973,Home Loan,Renovation,1677833,11.4,24,2024-04-04,2026-03-25,Ongoing,No,1677833,3,,Active,House,None,Yes,69910.0,Kunal Malhotra,51,F,Current,669,Corporate,Gurugram
Bank,C1353,L506,Business Loan,Startup Funding,3399654,12.5,96,2025-06-06,2033-04-25,Ongoing,No,3399654,3,,Active,Factory,Brother,Yes,35413.0,Kunal Gupta,31,M,Savings,771,SME,Ahmedabad
Bank,C1096,L1628,Car Loan,Vehicle Purchase,2437559,10.0,36,2021-09-23,2024-09-07,Ongoing,No,2437559,2,,Active,Car,Mother,No,67710.0,Anita Joshi,36,M,Savings,790,Retail,Chennai
Bank,C1528,L1729,Business Loan,Startup Funding,4400649,14.1,36,2019-10-07,2022-09-21,Defaulted,No,4400649,4,2024-03-06,Recovery,Factory,Wife,Yes,122240.0,Megha Iyer,56,F,Current,662,Retail,Hyderabad
Bank,C85,L1612,Education Loan,Overseas Study,277132,10.1,36,2019-10-16,2022-09-30,Ongoing,No,277132,5,,Active,None,None,Yes,7698.0,Rohit Verma,34,M,Current,713,Corporate,Hyderabad
Bank,C1057,L1627,Car Loan,Vehicle Purchase,368426,11.5,48,2022-09-14,2026-08-24,Ongoing,No,368426,6,,Active,Car,Mother,Yes,7676.0,Kunal Gupta,59,M,Current,725,SME,Jaipur
Bank,C346,L462,Personal Loan,Medical Expenses,2510383,10.7,60,2022-06-05,2027-05-10,Ongoing,No,2510383,2,,Active,None,Brother,No,41840.0,Amit Sharma,29,F,Current,649,Retail,Ahmedabad
Bank,C708,L1066,Home Loan,Residential Property,1605904,12.6,120,2020-01-03,2029-11-11,Ongoing,No,1605904,2,,Active,House,Husband,Yes,13383.0,Sunita Singh,58,M,Savings,759,SME,Kolkata
Bank,C937,L464,Home Loan,Renovation,1973914,8.2,240,2024-12-12,2044-08-29,Ongoing,No,1973914,3,,Active,House,Brother,No,8225.0,Anita Mehta,39,M,Savings,778,SME,Chennai
Bank,C510,L1912,Personal Loan,Medical Expenses,4305124,13.3,240,2023-01-17,2042-10-04,Ongoing,No,4305124,0,,Active,None,Brother,No,17938.0,Arjun Verma,56,F,Current,643,Corporate,Pune
Bank,C1046,L1646,Car Loan,Vehicle Purchase,4113136,8.1,36,2021-03-21,2024-03-05,Ongoing,No,4113136,6,,Active,Car,Husband,No,114254.0,Rajesh Gupta,34,F,Savings,747,Corporate,Mumbai
Bank,C78,L115,Business Loan,Startup Funding,2221926,9.7,120,2025-10-27,2035-09-05,Closed,No,0,0,,Closed,Factory,Wife,Yes,18516.0,Anita Malhotra,24,F,Savings,607,Corporate,Delhi
Bank,C148,L1332,Personal Loan,Wedding Expenses,3215701,14.0,48,2019-03-15,2023-02-22,Ongoing,No,3215701,0,,Active,None,Brother,No,66994.0,Rahul Bansal,44,M,Savings,738,SME,Bangalore
Bank,C296,L1657,Car Loan,Vehicle Purchase,2539901,9.8,36,2024-09-28,2027-09-13,Ongoing,No,2539901,3,,Active,Car,None,Yes,70553.0,Rajesh Rathi,37,F,Savings,605,SME,Gurugram
Bank,C1672,L569,Car Loan,Vehicle Purchase,2868966,14.4,36,2024-04-26,2027-04-11,Ongoing,No,2868966,1,,Active,Car,Wife,No,79694.0,Vikram Singh,49,F,Current,795,Corporate,Patna
Bank,C413,L1236,Car Loan,Vehicle Purchase,2289957,9.2,60,2022-10-15,2027-09-19,Ongoing,No,2289957,4,,Active,Car,Wife,No,38166.0,Rahul Rathi,44,F,Savings,762,Retail,Bangalore
Bank,C623,L1802,Car Loan,Vehicle Purchase,864880,11.4,96,2024-11-30,2032-10-19,Ongoing,No,864880,6,,Active,Car,Wife,Yes,9009.0,Anita Kapoor,51,F,Current,761,SME,Gurugram
Bank,C831,L1270,Education Loan,Overseas Study,997577,8.4,48,2022-09-29,2026-09-08,Ongoing,No,997577,4,,Active,None,Brother,No,20783.0,Rahul Verma,42,F,Current,761,SME,Gurugram
Bank,C619,L1480,Business Loan,Business Expansion,966154,10.8,48,2023-08-10,2027-07-20,Ongoing,No,966154,6,,Active,Factory,Mother,No,20128.0,Pooja Rathi,51,F,Savings,658,Corporate,Delhi
Bank,C148,L626,Personal Loan,Wedding Expenses,4121759,7.3,96,2019-09-24,2027-08-13,Ongoing,No,4121759,0,,Active,None,Husband,No,42935.0,Anjali Gupta,56,M,Savings,605,SME,Lucknow
Bank,C1859,L1546,Home Loan,Residential Property,533047,12.6,240,2022-01-25,2041-10-12,Ongoing,No,533047,2,,Active,House,Father,Yes,2221.0,Anita Iyer,27,M,Savings,798,Corporate,Delhi
Bank,C287,L768,Personal Loan,Debt Consolidation,1652384,10.9,36,2022-03-03,2025-02-15,Closed,No,0,0,,Closed,None,None,No,45900.0,Meera Iyer,58,F,Current,615,Corporate,Jaipur
Bank,C611,L439,Home Loan,Renovation,3573183,14.1,120,2022-07-13,2032-05-21,Ongoing,No,3573183,5,,Active,House,Wife,No,29777.0,Anita Iyer,44,F,Current,688,Retail,Gurugram
Bank,C1912,L218,Home Loan,Renovation,1678547,10.3,96,2021-12-01,2029-10-20,Ongoing,No,1678547,3,,Active,House,Mother,No,17485.0,Rajesh Joshi,36,M,Savings,767,Retail,Chennai
Bank,C1814,L532,Education Loan,Higher Education,4158751,11.4,48,2019-11-20,2023-10-30,Ongoing,No,4158751,0,,Active,None,Husband,Yes,86641.0,Anjali Patel,31,F,Current,649,Corporate,Bangalore
Bank,C863,L246,Education Loan,Overseas Study,727809,10.7,120,2021-04-21,2031-02-28,Defaulted,Yes,727809,3,2025-04-11,Recovery,None,Father,Yes,6065.0,Deepak Malhotra,21,F,Savings,764,Corporate,Pune
Bank,C341,L752,Education Loan,Overseas Study,2650817,8.9,24,2023-02-09,2025-01-29,Ongoing,No,2650817,3,,Active,None,Mother,No,110451.0,Rajesh Patel,42,M,Savings,770,SME,Kolkata
Bank,C1237,L1383,Personal Loan,Medical Expenses,4257137,9.7,48,2024-03-15,2028-02-23,Closed,No,0,0,,Closed,None,Mother,No,88690.0,Vikram Rathi,51,M,Current,681,SME,Pune
Bank,C1227,L824,Car Loan,Vehicle Purchase,358432,13.5,24,2024-12-13,2026-12-03,Ongoing,No,358432,0,,Active,Car,Brother,Yes,14935.0,Arjun Sharma,38,M,Current,767,Corporate,Jaipur
Bank,C1328,L58,Business Loan,Business Expansion,1899493,11.8,240,2024-05-19,2044-02-04,Closed,No,0,0,,Closed,Factory,Brother,No,7915.0,Shreya Sharma,49,F,Savings,716,Corporate,Pune
Bank,C566,L647,Home Loan,Residential Property,819892,8.9,24,2024-11-29,2026-11-19,Ongoing,No,819892,3,,Active,House,Wife,No,34162.0,Arjun Kumar,43,F,Savings,628,SME,Chennai
Bank,C482,L285,Education Loan,Overseas Study,2541157,8.7,24,2024-04-14,2026-04-04,Ongoing,No,2541157,5,,Active,None,Brother,Yes,105882.0,Rajesh Malhotra,49,M,Current,678,Corporate,Hyderabad
Bank,C1926,L1887,Personal Loan,Wedding Expenses,958495,13.0,60,2020-04-23,2025-03-28,Ongoing,No,958495,4,,Active,None,Wife,Yes,15975.0,Rohit Patel,41,M,Savings,776,Corporate,Mumbai
Bank,C1947,L1470,Home Loan,Residential Property,2401210,8.0,60,2024-07-17,2029-06-21,Closed,No,0,0,,Closed,House,Wife,Yes,40020.0,Rahul Nair,42,M,Current,685,Retail,Ahmedabad
Bank,C1614,L767,Personal Loan,Wedding Expenses,689990,13.2,60,2025-07-27,2030-07-01,Ongoing,No,689990,4,,Active,None,Wife,No,11500.0,Shreya Rao,23,F,Current,626,Corporate,Hyderabad
Bank,C1821,L939,Business Loan,Startup Funding,918852,8.4,24,2022-09-18,2024-09-07,Ongoing,No,918852,0,,Active,Factory,Brother,Yes,38286.0,Rajesh Rathi,23,F,Current,659,SME,Gurugram
Bank,C1336,L1458,Education Loan,Higher Education,4194792,10.6,180,2022-07-24,2037-05-06,Defaulted,Yes,4194792,2,2025-02-12,Recovery,None,Brother,Yes,23304.0,Suresh Malhotra,25,F,Savings,707,Corporate,Pune
Bank,C31,L912,Education Loan,Higher Education,2077553,14.8,96,2025-01-05,2032-11-24,Ongoing,No,2077553,6,,Active,None,Mother,No,21641.0,Megha Sharma,46,M,Current,748,SME,Delhi
Bank,C248,L1240,Personal Loan,Medical Expenses,3503837,14.3,24,2023-07-30,2025-07-19,Closed,No,0,0,,Closed,None,None,No,145993.0,Rohit Rao,40,F,Current,634,SME,Lucknow
Bank,C1768,L948,Personal Loan,Medical Expenses,4992270,11.4,180,2020-10-11,2035-07-25,Ongoing,No,4992270,0,,Active,None,None,No,27735.0,Anita Desai,54,M,Current,748,SME,Jaipur
